,vid_num,SwinBERT Captions,SwinBERT Confidence Scores
0,5012762688,a person is holding a bird in their hand and feeding it to a chain.,0.38779014348983765
1,8541616701,a person is showing how they play a game on a laptop.,0.4665816128253937
2,3326104285,a baby is sitting in front of a birthday cake and blowing out the candles.,0.5533323884010315
3,6972903978,two girls are talking about the camera and they are smiling.,0.29377803206443787
4,5770740059,a man is playing a guitar and singing while another man plays a guitar.,0.5393096208572388
5,3955484502,a garbage truck is driving down the street and a man is talking about it.,0.37499701976776123
6,3475121748,a group of people are riding motorcycles down a trail.,0.5524592995643616
7,6059513937,a little girl runs across a field and runs around a field and then runs to a man,0.30295005440711975
8,10008553263,a woman in a red dress sings into a microphone while a man plays a guitar.,0.4272540807723999
9,8129714946,a man is playing with a baby and the baby is playing with it.,0.4500090181827545
10,2712394343,a man and a woman are sword fighting with swords.,0.5353807210922241
11,6450536059,a man holds a baby and the baby waves at the camera.,0.5656342506408691
12,6398238155,a group of kids are in a living room and they are playing with a toy broom.,0.4826259911060333
13,6807286538,a group of people are playing football in a field.,0.43767011165618896
14,9531658428,a baby is sitting on a bed playing with a toy and then he picks up a toy,0.4574282765388489
15,5498241342,two little girls are playing with a toy and one of them falls down.,0.362755686044693
16,3101007464,a person is riding a horse in a field and then they go.,0.35501164197921753
17,5846692846,a bird is eating food from a tree and a person is holding a bird in their hand,0.3741914927959442
18,5867564434,a little boy is sitting in a high chair and eating ice cream.,0.6066266298294067
19,9610744135,two cats are playing with a cat and one of them is playing with a cat.,0.390954852104187
20,4034294140,a man is playing a guitar while another man plays the guitar.,0.45768824219703674
21,11049886825,a man is standing on a couch and a woman is crying and laughing.,0.3263065814971924
22,13514394984,a group of kids are playing with a dog and a dog is running around.,0.46148931980133057
23,3272428851,a group of people are sitting on a couch and one of them is playing the guitar and,0.44915834069252014
24,3851890044,a man is bowling and gets a strike and gets a strike.,0.40806475281715393
25,2533421055,a person is walking around a field with a horse and then a horse is walking around.,0.3431435823440552
26,13809423214,a little boy is standing on a stool and is crying and crying.,0.4009045362472534
27,6953736795,a man in a red helmet runs and jumps onto a football field.,0.3278845250606537
28,6697646843,a little girl is using a hammer to hit a rock on the ground.,0.4759865701198578
29,2921914199,two young children are playing in the yard and one of them is blowing leaves.,0.3741671144962311
30,8534378038,a young girl is getting her hair cut by a woman in a chair.,0.5131036639213562
31,13996873216,a man is cooking sausages on a grill and talking about it.,0.4715745747089386
32,10843078266,a woman is on stage giving a presentation in front of a crowd.,0.4958221912384033
33,3920670020,a group of people are skiing down a snowy hill.,0.5777229070663452
34,6837360244,a little girl is pushing a toy car around the yard.,0.46449461579322815
35,6913450810,two young boys are dancing in a room and one of them is dancing.,0.4151093661785126
36,5109333195,a group of people are sitting in a room and talking to each other.,0.488495796918869
37,4694655544,a man and woman are sitting at a table and a woman is talking into a microphone.,0.4779655933380127
38,3220501414,two young boys are making funny faces and making faces.,0.43209537863731384
39,6416670847,two people are sledding down a snowy hill and one of them falls off.,0.5223037600517273
40,9731127827,two little girls are sitting on the floor and playing with each other,0.5183770656585693
41,5902352626,a little girl is playing in the sand at the beach.,0.517953097820282
42,7334848528,a woman is standing next to a fire and she is trying to do a fire.,0.35463106632232666
43,3125769367,a man is in a garage and is working on a machine and talking.,0.35110998153686523
44,2400031830,a woman is holding a baby and the baby is talking to him.,0.48836684226989746
45,7282289126,a little girl is sitting at a computer and drinking from a cup.,0.5156552195549011
46,6883644517,a baby is blowing up a balloon and a woman is laughing.,0.5026191473007202
