,vid_num,SwinBERT Captions,SwinBERT Confidence Scores
0,3736073076,a man is sitting on a couch with a baby and the baby is waving at the camera,0.454708993434906
1,3701610241,a man is flying a remote control to a little boy.,0.4005155563354492
2,4044243755,"a group of people are playing baseball, one of them hits the ball.",0.4610370099544525
3,5002596794,a band is playing on stage and one man is playing the drums and the other is playing,0.4185536503791809
4,7627994376,a man and a woman are on a stage dancing to music.,0.46574723720550537
5,9133104999,two toddlers are playing with a phone and the baby is laughing.,0.3304978311061859
6,7397286464,a man is sitting on a bed and playing with a baby and the baby is laughing.,0.4639880657196045
7,10111475873,a group of children are playing violins in a classroom.,0.48837387561798096
8,9874816566,a group of people are on stage and they are singing a song.,0.4276184141635895
9,3327768067,a group of kids are standing in a room and talking to each other.,0.42232847213745117
10,7559663492,a group of people are on the beach and they are throwing rocks into the water.,0.5605698227882385
11,4305802092,a little girl is sledding down a hill while a little girl is sitting on the,0.40008077025413513
12,6888325779,a group of people are playing football in a field.,0.5306808948516846
13,7478064282,a man is holding a baby and the baby is laughing.,0.3901214897632599
14,3457111453,a baby is crawling on the floor and then a person is holding a toy.,0.42294713854789734
15,4654222137,a dog runs and flies a kite in the air and lands on the ground.,0.38732486963272095
16,3594908498,a man is sitting on the floor with a baby and he is eating a snack.,0.42698240280151367
17,8656404342,three young boys are sitting on a floor and talking to each other.,0.3558259904384613
18,6594027277,a group of people are sitting in a living room and one of them is crying.,0.5029627680778503
19,4038115120,a man is holding a baby in his arms and he is holding a baby in his arms,0.4757925868034363
20,2933684939,a baby is walking around a room holding a bottle and then she picks up a bottle and,0.33656346797943115
21,6324607259,a group of elephants are sitting on the ground and are eating.,0.3110821545124054
22,7102919889,a group of people are outside and they are trying to get out a fire.,0.3861802816390991
23,5287580818,a dog runs around a yard and a person throws a ball at a dog.,0.37666505575180054
24,2680145574,a baby is crawling on a wooden surface while a woman is talking to her.,0.4569632112979889
25,2454011165,a group of young men are walking down the street and one of them is talking.,0.41861599683761597
26,6247230354,a group of people are hiking on a mountain with a lot of trees.,0.3929106891155243
27,8493632488,a baby is crawling on the floor and then a man is talking to him.,0.37815549969673157
28,4153535077,a baby is sitting in a chair and eating a bowl of food.,0.4561997652053833
29,7379648246,a baby is sitting in a high chair and is playing with a cup of food.,0.5366896986961365
30,9448475364,a person is walking down a trail on a trail.,0.47728198766708374
31,2439972082,a man is opening a bottle of wine and then he opens the bottle.,0.39935532212257385
32,7839815880,a boy hits a golf ball with a golf club and then another boy hits it.,0.4192141890525818
33,5767341241,a person is feeding a flock of pigeons from a hand.,0.37489768862724304
34,7574460002,a woman is sitting on a couch with a baby and the baby is crying.,0.4658275246620178
35,5277922081,a woman opens a gift and then a man opens it.,0.3143019378185272
36,8356440828,a group of people are in the ocean and are surfing.,0.4329981803894043
37,5416338970,a group of people are arguing in a subway station.,0.4567873179912567
38,8273848594,a little boy is making faces and then a girl joins him.,0.33964940905570984
39,6903773975,a group of people are playing with a dog on the beach.,0.5128110647201538
40,2507835175,a baby is crawling on the floor and then a woman is talking to her.,0.48667848110198975
41,5133840014,a baby walks with a ball while a man is walking with him.,0.32797834277153015
42,5292466003,a group of people are sledding down a hill and laughing.,0.6023918390274048
43,3256602541,a woman is holding a box and a dog is walking around her.,0.3758244514465332
44,2399529939,a boy is talking to the camera and then he starts to sing.,0.4025340974330902
45,5700464220,a group of people are on stage playing instruments and singing.,0.4792785048484802
46,4023900354,a turtle swims in a tank of water and a turtle swims around.,0.38058146834373474
47,3682464291,a group of young children are sitting on a floor and they are talking.,0.41948527097702026
48,3880293461,a group of people are standing on a dirt road and looking at something.,0.41367214918136597
49,5297351204,a woman is playing with a baby and the baby is laughing.,0.4654790759086609
50,7820929124,a little girl is dancing and then she falls down on the floor.,0.34690698981285095
51,4599618003,a baby is walking around and then picks up a ball and walks away.,0.3909247815608978
52,3957234183,a dog is being trained by a person and the dog is shaking the ball.,0.3395025432109833
53,2705846557,a woman is walking through the air with a backpack on her back.,0.35372281074523926
54,4274864664,a scuba diver is swimming under water and then a man is swimming with the sea.,0.2860231399536133
55,3793953104,a group of musicians are playing music on a stage.,0.4507376551628113
56,13200806115,a little girl is walking a dog and a dog is running around.,0.36274829506874084
57,5149181269,a baby is walking around a playpen and a dog is walking around.,0.34143123030662537
58,5244251013,a man is talking to a group of people who are arguing.,0.4473331868648529
59,3579392300,"a man is talking to a group of people and he is playing rock, paper, scissors",0.44114628434181213
60,6551351219,two horses are walking in a field and looking at the animals.,0.38449278473854065
61,2793301477,a man is standing outside and is smoking a train.,0.35346218943595886
62,3899705145,a group of people are playing a game of football on a hill.,0.48491358757019043
63,5710270308,a baby is sitting on the floor playing with maracas.,0.5892497897148132
64,8701811483,a little boy is walking around a living room and he is trying to get his toy to,0.3278852105140686
65,9388035408,a man and a woman are roasting marshmallows over a fire.,0.6317754983901978
66,2644683208,a person is feeding a goat with a goat in a pen.,0.4547520577907562
67,12884043065,a little boy is pushing a little boy in a wheelchair.,0.5226944088935852
68,2953174101,a little girl is walking around a man and the little girl is trying to get her to,0.3023703694343567
69,3059960651,a little boy is sitting in a car seat and shaking his head back and forth.,0.5282446146011353
70,3975119653,a woman is petting a cat and the cat is walking away.,0.40758535265922546
71,3660977042,a group of people are walking around outside and talking to each other.,0.48264357447624207
72,9489286866,a man is sitting on a couch and is talking to a dog.,0.40997788310050964
73,3161115707,a man is holding a baby and the baby is playing harmonica.,0.4917110502719879
74,2776980258,a group of men are in a garage and one man is using a shovel to clean the,0.4314093589782715
75,4807387094,two people are riding a jet ski and the boat is pulling them.,0.34972620010375977
76,6958935905,a baby is playing with a bunch of cards and the man is talking to them.,0.3236069083213806
77,4371640303,a baby is sitting in a chair and trying to put his shoes on.,0.5615116953849792
78,7471812372,a person is using a bottle to dry a dog's paw.,0.4152657389640808
79,4878444247,three people are riding their bikes down a trail in the woods.,0.458710640668869
80,2702145478,a group of people are outside and one man is standing in a park and is talking to,0.3233189284801483
81,4810871515,a young boy is sitting in a booth and eating food while a woman is talking to her,0.36943310499191284
82,5387288470,a dog is walking around a yard with a dog and a woman is walking around.,0.3169496953487396
83,3137412934,a little girl is sitting at a table drinking from a cup and laughing.,0.5103105902671814
84,4030303250,a man is on the beach and catches a ball and then throws it to a woman.,0.38399794697761536
85,4333253921,a person is playing with a dog and the dog is trying to get the dog to shake,0.32327890396118164
86,8710602306,a group of people are sitting in chairs and talking into a microphone.,0.49377530813217163
87,2759318164,a man is riding a jet ski while being pulled by a boat.,0.4978489577770233
88,6210210084,a man is standing in a pool and is feeding a crocodile.,0.3018537163734436
89,8492844258,a man is standing in front of a wood table and he is holding a board in his,0.38188377022743225
90,3057666738,a baby is laying on the floor and a person is petting a dog.,0.4662611484527588
91,7622132582,a group of people are roasting marshmallows over a fire.,0.6516941785812378
92,8724051945,a group of boys are standing on stage singing into a microphone.,0.47989362478256226
93,2833808682,a baby is walking around a basket and putting it in a basket.,0.4105207622051239
94,4342755654,two young girls are playing with each other in a living room.,0.5084051489830017
95,3708640366,a man is using a chainsaw to cut a piece of wood.,0.5755178332328796
96,3974658916,a dog is sitting on a couch and a person is shaking its head.,0.4320620000362396
97,10602702615,a woman is blowing out candles on a birthday cake while a little girl is watching.,0.449588418006897
98,2934818100,a man and a child are sitting on a toy car and they are shaking their head no,0.4076397120952606
99,6747213435,a man is sitting on a lawnmower and is playing with a little boy.,0.3904722034931183
100,8576006950,a woman is holding a baby and the baby jumps into the pool.,0.45350509881973267
101,3942989234,two people are fencing in a gym while others watch.,0.4649328887462616
102,6946807250,a dog is walking on a field and then a person is walking with a dog.,0.3369714617729187
103,7079167805,a little girl is making funny faces and then she crosses her eyes.,0.41887956857681274
104,7556545860,a woman is playing a bass and another woman is playing the drums.,0.33817341923713684
105,6141596533,a baby is crawling on the floor and then he crawls up and begins to crawl.,0.36470332741737366
106,5552163164,a group of people are standing in a room and they are talking to each other,0.45866402983665466
107,6237693094,a baby is waving at the camera while being held by a woman.,0.42379212379455566
108,3470996327,a young girl is eating food off of a plate while a man is holding a plate.,0.4036107659339905
109,7154793869,a group of people are in a room and they are arguing.,0.44204282760620117
110,5271223888,a group of people are running in the snow and a man is talking.,0.4623473286628723
111,10084987766,a baby is crawling on the floor and then he crawls towards the camera.,0.4216114282608032
112,7805497290,a man is surfing on a wave in the ocean.,0.47157514095306396
113,2403283676,a woman is playing with a baby and the baby is laughing.,0.4725504517555237
114,7281947184,a woman is singing on stage while a band plays the guitar.,0.4249308407306671
115,3977798044,a young girl is trying to ride a mechanical bull while a man is talking to her.,0.401756227016449
116,7661480554,a man and woman are standing in front of a camera and talking.,0.43640005588531494
117,8772882161,a dog is being walked to a man and the dog is sticking out his tongue.,0.35425761342048645
118,2995795910,a cat is being washed in the sink while a person is washing their hands.,0.39560702443122864
119,3453367486,a person is standing in a pond and feeding a bird.,0.3015846312046051
120,8645245934,a man is feeding a black dog through a cage.,0.42484909296035767
121,2638437493,a woman is drinking a cup of alcohol and talking to someone.,0.4028920531272888
122,2958836509,a cat is lying on the floor and a person is kicking a ball and the cat falls,0.3913734555244446
123,3400840679,a girl blows out candles on a birthday cake while others watch.,0.5167418122291565
124,6960652786,two young girls are sitting on a bouncy house and one of them is trying to,0.4516107439994812
125,7470108174,a man is holding a baby and the baby is laughing.,0.5312122106552124
126,13842949604,a man is outside and is cutting up wood with a sledge hammer.,0.3456565737724304
127,4698194939,a dog is running across a field and a dog runs towards him.,0.39123815298080444
128,4172442086,a man is sleeping on a couch while a woman is sleeping.,0.407156378030777
129,6878950768,a baby is playing with a ball and then he falls down.,0.37537863850593567
130,6782372702,a cat is lying on the floor and a person is petting it.,0.562911868095398
131,8457813639,a man and a child are sledding down a hill and laughing.,0.5212157964706421
132,5607360009,a man is riding a bike down a muddy path.,0.5438231229782104
133,8691966680,a little boy is pushing a shopping cart down a mall.,0.48487135767936707
